Stock,Momentum
GUNDG.IS,1.6231262954756631
EDATA.IS,1.3383457103345218
SARKY.IS,1.2198626113329865
KTLEV.IS,1.0204960752240155
BAHKM.IS,0.9712837068289202
ALKLC.IS,0.8956904317348924
BSOKE.IS,0.840459477483853
